role,company,exp,salary,location,desc,req
MIS Jobs In Gurgaon - HR MIS Executive,Right Step Consulting,2-5 Yrs,Not disclosed,"Delhi, Gurgaon",Brief Role : Urgent Opening for HR- MIS Executive (On Teamlease Roll) Job Description W...,"ERP
MS Data management
Succession Planning
MIS
Reports
Talent Management
Human Resources
Stakeholders"
"Big Data Developer, Java developer",Teamware Solutions,3-7 Yrs,Not disclosed,Pune,Job Overview Support Credit Suisse (CS) and supplier users in Source to order system (P...,"Procurement
PDF
Data management
Contract management
RFX
E-sourcing
Subject Matter Expert
Manager Quality Control"
Python Developer,Wavelabs,4-5 Yrs,Not disclosed,Hyderabad,"Requirements ? Strong experience in Flask, Django ? experience in Rest API ? experience...","Artificial Intelligence
Django
Machine learning
Manager Technology
Agile
Data analytics
Customer experience
AWS"
Senior Python Developer,Synechron Technologies Pvt Ltd,10-20 Yrs,"15,00,000 - 20,00,000 PA.",Pune(Kharadi),Should have experience in any RDBMS like PostgreSQL or MySQLExperience in Banking domai...,"GIT
Linux
Github
RDBMS
Django
Postgresql
MySQL
Data Analytics"
MIS Executive,Megara InfoTech Pvt. Ltd.,0-2 Yrs,Not disclosed,Gurgaon,"1. Curate and write articlesstories around socialtrending, viral content news 2. Mainta...","Excel
MIS
Data analytics
MIS Executive"
MIS Executive,Megara InfoTech Pvt. Ltd.,0-2 Yrs,Not disclosed,Gurgaon,"1. Curate and write articlesstories around socialtrending, viral content news 2. Mainta...","Excel
MIS
Data analytics
MIS Executive"
Executive - MIS & Audit,3m Digital,1-3 Yrs,Not disclosed,Bengaluru,"Bachelors (BBM/ BBA/ B.Com)/ MBA (preferred), Anyone who has skills on MIS Responsibili...","Automation
Publishing
Excel
Data management
MS Access
Analytical
Resource management
Business Executive"
Big Data Developers (03),IPROGRAMMER SOLUTIONS PVT. LTD.,6-11 Yrs,Not disclosed,Pune,Big Data Developers (03) Experience : 6+ years Vacancies : 03 Seeking talented engineer...,"code
software
scala
Developer
Data mining
tools
java
Data management"
"Sr. Software Developer IoT, Cloud, ML , Big Data Analytics (sd-012)",Maestrotek Innovations Pvt. Ltd.,3-6 Yrs,"3,00,000 - 8,00,000 PA.",Pune,"Experience in Machine Learning, Artificial Intelligence will be added advantageExperien...","Big Data Analytics
Software Development
CSS
Html5
C#.Net
Javascript
ASP.Net
Node.Js"
MIS Executive / Operations Executive,Corp Bounty,4-6 Yrs,Not disclosed,Kolkata,"Assist Business Unit Head in Operations, Cascading Business Operation Plans to relevant...","MIS reporting
Master data management
Business Unit Head
Operation Executive
Operations
Analytics
MIS Executive"
MIS Executive,SALEBUILD IT ENABLED SERVICES PVT LTD,1-3 Yrs,"2,25,000 - 3,00,000 PA.",Pune,Should be comfortable working in night shifts and self travelProduce Monthly reports an...,"Communication Skills
Monthly Reports
Data Management
Formulas
Advanced Excel
MIS Reporting"
MIS Executive,Darashaw,0-4 Yrs,Not disclosed,Mumbai,MIS Executive Job Posted on: 01/02/2019 Apply Now x Apply now Applying For: Select Depa...,"Interpersonal skills
Data management
Time management
Analytical
Social media
Consulting
HR
Investment banking"
Senior Manager/ Data Engineer - Analytics - IIT/ IIM/ ISB/ NIT,Huquo Consulting Pvt. Ltd,5-10 Yrs,Not disclosed,Bengaluru,"Build the infrastructure required for optimal extraction, transformation, and loading o...","Java
Data Pipeline
RDBMS
Scala
Data Architect
Hadoop
Big Data
Datacenter"
Sr Data Analyst / Product Analyst - Startup,Benchire,3-8 Yrs,Not disclosed,Bengaluru,Bonus: MBA or degree in analytics from Tier 1 institute The ideal Candidate: Has 3+ yea...,"Product Analyst
Data analysis
R
Data Analysis
Data Analyst
Statistical Analysis
SQL
Python"
Data Engineer - Spark/ Hive,Benchire,3-6 Yrs,Not disclosed,Bengaluru,Responsibility:- The person will be responsible for leading the development and impleme...,"Pyspark
Logistic Regression
Segmentation
Shell Scripting
Scala
Big Data
Data Mining
Analytics"
Sr Data Analyst/ Product Analyst - Startup,Benchire,3-8 Yrs,Not disclosed,Bengaluru,MBA or degree in analytics from Tier 1 institute Has 3+ years experience in a data anal...,"Data analysis
R
Data Analysis
Statistical Analysis
SQL
Python"
Growth Analyst - Campaign /predictive Analytics,eHireo,4-7 Yrs,Not disclosed,Bengaluru,"Required Skills : .- Bachelors degree in Computer Science, Engineering, Operations Rese...","R
Business Analyst
Campaign Analytics
Statistical Modeling
Data Visualization
Data Analyst
MATLAB
Predictive Analytics"
Data Engineer - Data Modelling/sql/big Data - Consulting Firm,Huquo Consulting Pvt. Ltd,2-6 Yrs,Not disclosed,Mumbai,"Build the infrastructure required for optimal extraction, transformation, and loading o...","Business Intelligence
Data Management
Big Data
Data Visualization
Data Modeling
Tableau
Data Analytics
Analytics"
Immediate opening For 2-9 yrs Azure Data Engineers For Bangalore,Netlabs Global IT Services Pvt. Ltd.,2-7 Yrs,"3,00,000 - 8,00,000 PA.",Bengaluru,Qualifications: BE\BTech\MCA graduation9 years of experience in Data Warehousing and Az...,"Data analyst
Azure Data Engineer
senior Data Engineer
Data Engineer"
Looking For a Business Analyst,Propella Consulting Group,3-5 Yrs,"8,00,000 - 13,00,000 PA.",Mumbai,"•BA shall be responsible for traditional systems analysis, data analysis, business requ...","Requirement Gathering
Data Analysis
Data Mining
Business Analysis"
Senior Applications Analyst,Multi Recruit,5-8 Yrs,"20,00,000 - 22,50,000 PA.",Bengaluru,Integration experience with commerce websites in a retail environment preferred5+ years...,"Communication Skills
Excel
Sterling
Order Management System
Written Communication
OMS
Data Analysis
Project Delivery"
Associate Analyst,AON Consulting Private Limited,0-2 Yrs,"5,00,000 - 5,50,000 PA.",Gurgaon(Sohna Road),BE / BTech from Tier 1 and Tier 2 Engineering Colleges only Strong in Aptitude / Logica...,"Business Process Optimization
Secondary Research
Data Analysis
Analytics"
Business Analyst,SANVI Business Solutions,1-4 Yrs,"2,00,000 - 3,00,000 PA.",Chennai(Kilpauk),We are looking for a Business Analyst (Location: Chennai) to work on data screening of ...,"data screening
Business Analyst
ICWA
Data Analysis
market research
MBA
CA Inter"
Business Analyst - IIT / NIT / DU / BITS / IIM / ISB,3D India Staffing Research Consulting Pvt Ltd,1-6 Yrs,Not disclosed,Mumbai,"Qualification : Any Graduation (only Full time), Proficiency in Advanced MS Office (Exc...","analytics
ms excel
python
data analysis
vba
data science
business analyst
sql"
Senior Analyst - Business Intelligence,Mindsoft India,5-7 Yrs,Not disclosed,Bengaluru,Any bachelors,"Business Intelligence
Data Analysis
PLSQL
Tableau
Dashboards
SQL
Python"
Senior Business Analyst - Sql/python,3D India Staffing Research & Consulting Pvt Ltd,3-5 Yrs,Not disclosed,Delhi,"Produce regular reports and analysis, write systems queries to gather data, perform dat...","macros
python
data analysis
vba
advanced excel
data mining
google analytics
business analysis"
Business Analyst - Ecommerce,TalPro,1-3 Yrs,Not disclosed,Gurgaon,Experience with clickstream data is strongly desired BTech/ BE /MTech Graduate in Compu...,"R
Excel
Data Analysis
SQL
Python
Business Analysis"
Senior Business Analyst - Ecommerce - Iim/mdi/isb/fms,TalPro,2-5 Yrs,Not disclosed,Gurgaon,Experience with clickstream data is strongly desired Senior Business Analyst (B. tech f...,"Data Management
MySQL
Data Mining
Data Analytics
Analytics
Business Analysis
SQL
Python"
Lead Statistical Analyst,SKY MANAGEMENT CONSULTANCY,2-7 Yrs,"3,00,000 - 8,00,000 PA.",Chennai,Hands-on experience in embedded statistical models in application software .A Master s ...,"C
C# and Python
Analysis of Data
AI/ ML solutions
Statistical Analysts
SQL"
Business Analyst - IIT/ NIT/ DU/ Bits/ IIM/ ISB,3D India Staffing Research Consulting Pvt Ltd,1-6 Yrs,Not disclosed,Mumbai,"Qualification : Any Graduation (only Full time), Business Analyst - 2 Openings, 1-4Yrs ...","Data Science
Excel Powerpoint
VBA
Data Analysis
IIT/ NIT/ DU/ BITS/ IIM/ ISB
Dashboards
IIM
Macros"
Business Analyst - Political Consulting Firm - Iit/nit/du/bits/nlu/iim,3D India Staffing Research & Consulting Pvt Ltd,3-7 Yrs,Not disclosed,Mumbai,"Qualification - only Full timeBusiness Analyst - 2 Openings, 1-4Yrs (IIT, NIT, DU, BITS...","Data Science
Excel Powerpoint
VBA
Business Analyst
Data Analysis
Dashboards
IIM
Macros"
Senior Business Analyst - MDM/ Java,Huquo Consulting Pvt. Ltd,4-6 Yrs,Not disclosed,Bengaluru,"Preferred experience in software development life cycle and in design, development, and...","Change Management
Java
Open Source
ESB
MDM
Data Architect
Data Analysis
EBX5"
Analyst - Revenue Assurance,TalPro,4-7 Yrs,Not disclosed,Delhi NCR,Qualifications : Bachelors - Degree in computer Science or engineeringExperience and Sk...,"Data Management
Data Analytics
Analytics
SQL"
Senior Business Analyst - SAS Reporting,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,Gurgaon,Job Description :- 6 to 12 Years of Experience with data management and analysis using ...,"Business Intelligence
Business Analyst
SAS
Data Management
Technical Support
Data Warehousing
Data Analytics
SAS DI"
Data Engineer - Big Data & Analytics,Serving Skill,6-10 Yrs,Not disclosed,Bengaluru,"Solid understanding of data processing patterns, distributed computing and in building ...","RDBMS
Data Pipeline
Scala
PySpark
Cloudera
Cassandra
Data Management
Big Data"
Exce Opp- Business Analyst-Leading Insurance Company- Chennai,CIEL HR Services Pvt Ltd,3-5 Yrs,"3,00,000 - 4,00,000 PA.",Chennai,Requirement Understanding for Commercial Insurance Products Gathering & Analyzing Requi...,"Loss Mitigation
Business Analysis
Business Analytics
Data Analysis
Strategy
Growth Strategy
Market Research
Competitive Analysis"
Business Analyst - Chennai,CIEL HR Services Pvt Ltd,3-8 Yrs,"4,00,000 - 9,00,000 PA.",Chennai,Attend required trainings and to develop relevant knowledge and skillsOwn and develop g...,"Ux Design
Analyst
Business Analyst
Tool Design
Data Analysis
Legal Software
Business Analysis"
Business Analyst,Xylem Resource Management Pvt. Ltd.,8-8 Yrs,"80,000 - 1,00,000 PA.",Bengaluru(1st Stage Indira Nagar +1),Business Analyst As a Business Analyst the primary responsibility is to align closely w...,"Business Analyst
Data Analysis
Advanced Excel
SQL"
Business Analyst / Senior Business Analyst - SAS / SQL,Huquo Consulting Pvt. Ltd,3-5 Yrs,Not disclosed,Delhi NCR,"Skills : SAS coding, SQL, Should have handled huge data, Unix Experience required: 3 to...","SAS SQL
Data Quality
Consulting - BFSI
SAS
Business Rules
Data Analysis
Statistics
Analytics"
Business Development Analyst,BVK Group,6-8 Yrs,"3,00,000 - 4,00,000 PA.",Jaipur,Candidate should have good experience into business lead developmentRequired Candidate ...,"Client Acquisition
Accounting
Lead gene
Marketing Campaigns
New Market Development
Data Analyst
Industrial sales
Business Growth"
Business Analyst - Service Industry - Mumbai,Classic Search Pvt Ltd,2-5 Yrs,Not disclosed,Mumbai,Should have good communication skillsShould have experience in handling industries like...,"Market trends
evaluation
analytics
business trends
requirement gathering
data analysis
Excel
report analysis"
Business Analyst,Dzyred Jobs Consulting,2-4 Yrs,Not disclosed,Delhi,Tier 1 College with 2-3 years experienceEngineering from Tier 1 College is Must Qualifi...,"project management
data analysis
business processservice delivery
business analysis
Tableau Reporting
business analytics
business intelligence"
Business Analyst,Xylem Resource Management Pvt. Ltd.,8-8 Yrs,"80,000 - 1,00,000 PA.",Bengaluru(1st Stage Indira Nagar +1),Business Analyst As a Business Analyst the primary responsibility is to align closely w...,"Business Analyst
Data Analysis
Advanced Excel
SQL"
Data Analyst - Business Intelligence Solutions - Tableau/SQL/Hive,Huquo Consulting Pvt. Ltd,4-7 Yrs,Not disclosed,Bengaluru,Experience with connecting multiple data sources in Tableau to implement working report...,"Business Intelligence
Hive
Business Process
Data Analysis
Tableau
Dashboards
Analytics
SQL"
Senior Business Analyst - Online/ecommerce - Iit/nit/bits/iim/isb/tiss,3D India Staffing Research & Consulting Pvt Ltd,3-5 Yrs,Not disclosed,Delhi,"Produce regular reports and analysis, write systems queries to gather data, perform dat...","macros
data analysis
vba
advanced excel
data mining
google analytics
business analysis
oracle sql"
Business Analyst,Funded Leading Organisation in Co-Working Industry,1-2 Yrs,Not disclosed,Noida,Minor projects from finance and member experience will also be involvedRequired Candida...,"Business Analyst
Finance
Reporting
analysis
research
Business Analysis
Secondary Research
Primary"
Senior Business Analyst/assistant Manager - Machine Learning/r/python,Huquo Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Noida,Shift Timing - 12 noon to 9 PM Experience Required - 2 to 5 yrs We are looking for cand...,"Predictive Modeling
NLP
Artificial Intelligence
Data Management
Data Analytics
Machine Learning
Analytics
Python"
Business Analyst - Consulting Firm,Huquo Consulting Pvt. Ltd,1-3 Yrs,Not disclosed,Delhi NCR,Requirements: - Bachelors Degree in appropriate field of study or equivalent work exper...,"Data Management
relational database
Data Analytics
Business Analysis
SQL"
Senior Business Analyst - SAS - Banking Domain,Huquo Consulting Pvt. Ltd,2-4 Yrs,Not disclosed,"Delhi NCR, Gurgaon",SAS and Banking Domain is Mandatory - Use sophisticated statistical techniques to devel...,"Consulting - BFSI
SAS
Data Management
Financial Modeling
Data Analytics
Statistics
Analytics
SQL"
Business Analyst - Startup - Iim/mdi/isb/fms,Tyche Jobs Executive Search Consultants,3-6 Yrs,Not disclosed,Gurgaon,The incumbent will be supporting the senior leadership team and would be required to ha...,"Data Management
Data Visualization
Data Analytics
Analytics
Business Analysis"
Senior Business Analyst - MySQL/T-SQL,TalPro,2-5 Yrs,Not disclosed,"Delhi, Gurgaon Gurugram",Experience with clickstream data is strongly desired BTech/ BE /MTech Graduate in Compu...,"T-SQL
R
Business Analyst
MySQL
Data Mining
Data Analytics
Python"
Sr. Business Analyst,Catalyst,4-9 Yrs,Not disclosed,Bengaluru,experience in the e-commerce industry is preferredRequired Skill-sets / Education 4 yea...,"algorithms
Tableau
Data Analytics
vlookup / hlookup
R / Python
SQL"
Business Analyst - Internet/ Online - IIT/ NIT/ BITS,TalentStack,3-6 Yrs,Not disclosed,Gurgaon,Job Description : - Minimum 2 years advanced level experience in Tableau - Proficient i...,"IT Skills
Python
Tableau
Statistical Modeling
Tableau
Data Analytics
Analytics
Python"
Data Scientist - Analytics & Insights Team - Food Services Firm - IIT,HyrEzy Talent Solutions,3-6 Yrs,Not disclosed,Noida,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
Senior Business Analyst - Business Intelligence Vertical - Online/ecom,TalPro,2-4 Yrs,Not disclosed,Gurgaon,Experience with clickstream data is strongly desired B Tech/ BE /M Tech Graduate in Com...,"Business Intelligence
Senior Business Analyst
Data Mining
Data Analytics
Analytics
Business Analysis
SQL
Python"
Data Scientist - Hadoop/mapreduce,Confidential,5-8 Yrs,Not disclosed,India,"Masters in mathematics, statistics or computer science related field PHD degree preferr...","analytics
Java
predictive modeling
Hadoop
Data Management
Big Data
statistical modeling
PhD"
Business Analyst - BFS,New era india,5-10 Yrs,Not disclosed,Bengaluru,BA skills ( Applicable for BAs / SME only) Good understanding of RWA (Risk weighted Ass...,"Consulting - BFSI
Risk Analytics
Data Modeling
Data Analytics
Analytics
Business Analysis"
Data Scientist - Machine Learning/artificial Intelligence,The Hiring Story,4-8 Yrs,Not disclosed,Mumbai,Have 4+ years of work experience with large volumes of data preferably in e-commerce MU...,"Visualization
eCommerce
Data Scientist
Artificial Intelligence
Data Management
Machine Learning
Algorithm"
Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,1-4 Yrs,Not disclosed,Delhi NCR,"Must have knowledge in the following areas : Data Structures - Lists, Tuples & Dictiona...","Data Scientist
Data Management
Data Mining
Spark
Data Modeling
Data Structure
Python
HBase"
Hiring Data Scientist - Pune,People Powered Solutions,3-6 Yrs,"7,00,000 - 15,00,000 PA.",Pune(Kalyani Nagar),"Experience working with large, multi-dimensional data sets to uncover meaningful insigh...","python
data science
big data analytics
predictive modeling
Data Scientist
machine learning
business intelligence
sql"
Data Scientist - NLP/ R/ Python,The Hiring Story,2-5 Yrs,Not disclosed,Hyderabad,NLP experience is a must Proficient in R and Python Experience with unstructured text d...,"Data Science
R
NLP
NoSQL
Text Analytics
Information Retrieval
Text Mining
Data Analytics"
Senior Scientist/nlp/ Machine Learning/ Data Mining Professional,Career Maker,2-7 Yrs,Not disclosed,Bengaluru,"Major responsibilities: - Use statistics, NLP and machine learning techniques to create...","Java
C++
R
NLP
Linux
SAS
Data Management
Data Mining"
Data Scientist - ETL/ Analytics,The Hiring Story,3-6 Yrs,Not disclosed,Mumbai,You have good understanding of statistics and machine learning concepts - You have hand...,"R
Data Scientist
ETL
Machine Learning
Analytics
Python
SQL"
Lead - Data Scientist - Banking Domain - Iit/nit/bits,Huquo Consulting Pvt. Ltd,4-8 Yrs,Not disclosed,Gurgaon,Job DescriptionWe are looking for a Data Scientist that will help us discover the infor...,"Data Science
Team leading
NLP
Data Scientist
Data Management
Data Mining
Data Visualization
Text Mining"
Data Scientist - KPO,Antrors HR Solutions,2-5 Yrs,Not disclosed,Bengaluru,Qualifications & Experience: - PG / MBA with 2 to 5 Yrs Experience with strong problem ...,"Data Science
Predictive Modeling
NLP
Data Scientist
Artificial Intelligence
Data Management
Statistical Modeling
Data Modeling"
Senior Scientist/nlp/ Machine Learning/ Data Mining Professional,Career Maker,2-7 Yrs,Not disclosed,Bengaluru,"Major responsibilities: - Use statistics, NLP and machine learning techniques to create...","Java
C++
R
NLP
Linux
SAS
Data Management
Data Mining"
Data Scientist - ETL/ Analytics,The Hiring Story,3-6 Yrs,Not disclosed,Mumbai,You have good understanding of statistics and machine learning concepts - You have hand...,"R
Data Scientist
ETL
Machine Learning
Analytics
Python
SQL"
Lead - Data Scientist - Banking Domain - Iit/nit/bits,Huquo Consulting Pvt. Ltd,4-8 Yrs,Not disclosed,Gurgaon,Job DescriptionWe are looking for a Data Scientist that will help us discover the infor...,"Data Science
Team leading
NLP
Data Scientist
Data Management
Data Mining
Data Visualization
Text Mining"
Data Scientist - KPO,Antrors HR Solutions,2-5 Yrs,Not disclosed,Bengaluru,Qualifications & Experience: - PG / MBA with 2 to 5 Yrs Experience with strong problem ...,"Data Science
Predictive Modeling
NLP
Data Scientist
Artificial Intelligence
Data Management
Statistical Modeling
Data Modeling"
Manager - Data Scientist/python,Huquo Consulting Pvt. Ltd,5-8 Yrs,Not disclosed,Gurgaon,"Must have : Strong logical thinking, Business problem solver Masters degree in Manageme...","Data Science
NLP
Retail Analytics
Data Scientist
Data Management
Statistics
Python"
Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,4-9 Yrs,Not disclosed,Mumbai,Candidate should have excellent communication skills to interact with senior clients Sh...,"Data Science
Predictive Modeling
Data Scientist
Data Management
Analytics
Python
SQL"
Data Scientist - Python/sas/r - Analytics Center of Excellence,Huquo Consulting Pvt. Ltd,2-6 Yrs,Not disclosed,Mumbai,We are seeking to hire individuals as Data Scientists in our Analytics Center of Excell...,"HQL
SAS
Scala
Data Mining
Map / Reduce
Statistics
Machine Learning
SQL"
Data Scientist - R/ Spss/ Python,Serving Skill,2-6 Yrs,Not disclosed,Japan,Required Qualification : Engineering Graduates Candidate must have a valid Passport- - ...,"Data Science
R
DataOps
Data Scientist
Data Management
Statistical Modeling
Statistical Analyst
SPSS"
Data Scientist,CIEL HR Services Pvt Ltd,3-5 Yrs,"25,00,000 - 27,50,000 PA.",Gurgaon,Our client is a leading distributed energy company having multiple lines of Business - ...,"Automation Tools
Data Science
R
Algorithms
Design Development
Home Automation
Data Scientist
Classification"
Lead Data Scientist - R/python/sql,SKS Enterpprises,10-15 Yrs,Not disclosed,Pune,"Requirements: - Phd./Masters / Bachelors in Statistics, Computer Science, Economics or ...","Data Science
R
NLP
Data Scientist
Data Mining
NLU / NLG
Data Modeling
Data Analytics"
Data Scientist - Machine Learning - Ecommerce,TalPro,2-6 Yrs,Not disclosed,Gurgaon,and premiere colleges Desired Competencies: - BTech/ BE /MTech Graduate in Computer Sci...,"Data Science
NLP
Data Scientist
Data Management
Data Visualization
Machine Learning
Python
SQL"
Data Scientist - Machine Learning/deep Learning,SKS Enterpprises,6-10 Yrs,Not disclosed,Bengaluru,Candidate must from Top college or University Applicants must have a minimum 6 years of...,"Data Science
R
Data Scientist
Neural Networks
Data Mining
Data Analytics
Machine Learning
Algorithm"
Lead Data Scientist - Machine /deep Learning,Confidential,5-8 Yrs,Not disclosed,Hyderabad,You should have managed a team directly at least for 2 years The Profile : - You must p...,"Data Science
R
Data Scientist
Artificial Intelligence
PySpark
Data Management
Statistical Analyst
Machine Learning"
Senior Scientist/ NLP/ Machine Learning/ Data Mining Professional,Career Maker,2-7 Yrs,Not disclosed,Bengaluru,"Major responsibilities: - Use statistics, NLP and machine learning techniques to create...","Java
C++
R
NLP
Linux
SAS
Data Management
Data Mining"
"Data Scientist - Thane , Mumbai",Empower Recruitments,1-4 Yrs,"3,25,000 - 4,00,000 PA.","Navi Mumbai, Mumbai",Required Candidate profile,"Unica Campaign
R
Data Management
Machine Learning
MATLAB
Python"
Con - Big Data Analytics + Data Scientist,Pylon Management Consulting Pvt Ltd,2-4 Yrs,Not disclosed,Mumbai,Required to meet tight deadlines and manage multiple competing prioritiesas required by...,"Data Science
Pyspark
Hive
Big Data Analytics
R
Artificial Intelligence
Hadoop
big data technologies"
Business Analyst - Analytics - Financial Service - IIT/BITS/IIM,The Hiring Story,1-5 Yrs,Not disclosed,Mumbai,Roles and ResponsibilitiesResponsibilities:-- Work with the team in cofounders' office ...,"Tableau
Data Analytics
Analytics
SQL"
Senior Business Analyst - Model Validation,Huquo Consulting Pvt. Ltd,3-5 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Gurgaon",- 3-5 years of total experience of Data Analytics / Data Insights Generation - Proven e...,"Excel
SAS
VBA
Data Analytics
Statistics
Analytics"
Senior Business Analyst - Banking/ Retail Analytics - Consulting Firm,Huquo Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,"Delhi NCR, Gurgaon",- 2-6 years of total experience of Data Analytics / Data Insights Generation - Proven e...,"Consulting - BFSI
SAS
Retail Analytics
Data Analytics
Analytics
Consulting - Retail"
Business Analyst - Banking/retail Analytics,Huquo Consulting Pvt. Ltd,1-5 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Gurgaon",1. 1-5 years of total experience of Data Analytics / Data Insights Generation 2. Proven...,"SAS
Retail Analytics
Business Analyst
Data Insights Generation
Data Analytics
Statistics
Analytics"
MIS Executive,Acro Paints Ltd.,3-8 Yrs,Not disclosed,Delhi NCR(Kirti Nagar Industrial Area),"Graduates with Minimum experience of 3-5 yearsMaintenance to existing MIS, improve syst...","Management Reporting
Strategic Thinking
SOP
Analytical Skills
MIS Operations
Advanced Excel
Troubleshooting
Data Analytics"
Sr. MIS Executive / Inventory Manager / ERP / SAP - Delhi NCR,CLEARDEKHO EYEWEAR PRIVATE LIMITED,2-4 Yrs,"2,50,000 - more than 3,00,000 PA.",Ghaziabad(Vasundhara),Graduation / Post-Graduation Minimum of 2 years of MIS Executive experienceHands-On Exp...,"ERP
SAP
Tally ERP
Stock Management
Data Management
Vendor Management
Management
Data Entry"
Senior Data Engineer,World Wide Technology,5-10 Yrs,Not disclosed,Gurgaon,Hands-on work experience showing growth as a Senior Data EngineerGood knowledge of repo...,"Hadoop
Data Visualization
Data Modeling
ETL
Python"
Lead Decision Scientist,ExecBoardinAsia,5-10 Yrs,Not disclosed,Bengaluru,Scope of Responsibility: Works independently and proficiently. Accountable for own resu...,"Data analysis
Strategic partnerships
Financial risk
Customer experience
Subject Matter Expert
Management
Risk management
Forecasting"
Senior Technical Manager,Metro Global Business Services Pvt. Ltd.,9-14 Yrs,Not disclosed,Pune,"Good knowledge of R, Python, Julia or MATLAB expertise in any functional or mathematica...","Data Analyst
Tableau
Data manager
Data Lead
MATLAB
Julia
data architect
Data Scientist"
Data Scientist,Humanequ Management services,10-12 Yrs,Not disclosed,Mumbai,Domain Knowledge: (Should have functional knowledge and ML model development experience...,"Ubuntu
Productive Maintenance
PostgreSQL
Thingworx
Big data/IOT
ETL
Tableau / Qlikview / RShiny/ Plotly/ Dash"
Data Scientist (Machine Learning Engineer),acmeture Global Consulting Services,5-10 Yrs,Not disclosed,Hyderabad,"Experience using web services: Redshift, S3, Spark, DigitalOcean, etcExperience creatin...","Data Analysis
Machine Learning
Social Network Analysis
Data Science
R
Artificial Neural Networks
Data Mining
Text Mining"
Senior Data Engineer,Innova Solutions Private Limited,7-11 Yrs,Not disclosed,Chennai,Must have a strong command of common scripting languagesNote : we are Preferably lookin...,"Scala
Spark
AWS-EMR"
Senior Data Scientist,WalletHub,10-20 Yrs,"30,00,000 - 45,00,000 PA.",Anywhere in India,Senior Data Scientist (Remote / Work from Home) minimum 5 years of experience as a Data...,"Data Science
Artificial Intelligence
Machine Learning
Python"
Senior Data Engineer,ServiceNow,7-10 Yrs,Not disclosed,Hyderabad,What you get to do in this role: We are looking for a Rock Star with a winning track re...,"Computer science
Data modeling
Consulting
Javascript
PLSQL
Data quality
data integrity
Business intelligence"
Data Engineer,TouchNote,1-4 Yrs,Not disclosed,Hyderabad,The Role: We are looking for a savvy Data Engineer to join our growing data and analyti...,"Computer science
metadata
Performance management
Postgresql
MySQL
Database administration
PHP
Data structures"
Advanced Analytics Cons 4,Wells Fargo India Solutions Pvt. Ltd.,4-8 Yrs,Not disclosed,Bengaluru,About the Role Analytic Consultant/Data Scientist is a partner-facing role and is respo...,"SAN
Data analysis
Automation
data science
Analytical
Machine learning
Predictive modeling
commercial finance"
Spinny - Lead Data Scientist - Gurgaon/ Work from Home,Spinny - VALUEDRIVE TECHNOLOGIES PRIVATE LIMITED,5-10 Yrs,"35,00,000 - 55,00,000 PA.",Delhi NCR,Requirements:Takes full ownership of the problemTeam player who can guide/support other...,"work from home
Data Science
Predictive Modeling
R
Pattern Recognition
Logistic Regression
NLP
Demand Forecasting"
Domain Leader - Data & Analytics,TVS Credit Services Limited,8-13 Yrs,Not disclosed,Chennai(Nungambakkam),Job Purpose The purpose of this role is to bring in the culture of Data aggregation and...,"Predictive Modeling
Algorithms
Data Scientist
Risk Analytics
Statistical Modeling
Retail credit underwriting
Data Visualization
Data Modeling"
Senior Data Scientist (NLP),Visible Alpha Solutions India Pvt. Ltd.,5-7 Yrs,Not disclosed,Mumbai,"Experience in platform development, distributed computingMinimum 3 years of work experi...","Java
R
NLP
Algorithms
Linux
Web Technologies
Programming
Information Retrieval"
Data Scientist – Machine Learning and Predictive Sciences,AT&T Communication Services India Private Limited,9-14 Yrs,Not disclosed,Bengaluru,Overall minimum experience of 9 years and aboveMinimum Relevant Experience of 3 years a...,"Predictive Modeling
SAS Macros
Multivariate Analysis
Natural Language Processing
Machine Learning
SAS STAT
Base SAS
Data Science"
Data Engineer,Ralph Lauren,5-10 Yrs,Not disclosed,Bengaluru,This role will require both creative and collaborative working with IT and the wider bu...,"Microstrategy
Automation
Agile
Data structures
Apache
Open source
Information technology
Analytics"
Principal Machine Learning Engineer,TVS MOTOR COMPANY LTD,4-9 Yrs,Not disclosed,Bengaluru,Organization & Role1) TVS D&A Team: TVS Motor Company is the third largest 2-wheeler co...,Machine Learning
Lead / Senior Lead Consultant - Business Consulting - Nexdigm (SKP),Nexdigm Private Limited,7-10 Yrs,Not disclosed,"Pune(Baner Pashan Link Road), Gurgaon(Cyber City)","Understand client requirements, address business challenges, structure requirement into...","Engagement Management
Data Science
Communication Skills
decision science
Business Consulting
Business Analytics
Advanced Analytics
Data Analysis"
